DepotID,ShipToID,Latitude,Longitude,NumDeliveries,NumPlannedDeliveryDates,PeriodStart,PeriodEnd,TotalNetWeightKg,AvgDailyDemand,WeightInUOM
25P2,70490240,14.56703057,121.011453,9,2,2023-01-13,2023-01-20,10.829,5.4145,Kg
25P2,70494785,14.61011767,121.0921029,8,2,2023-01-13,2023-01-20,24.726,12.363,Kg
25P2,70494786,14.58607145,121.0882271,9,2,2023-01-13,2023-01-20,40.63,20.315,Kg
25P2,70494791,14.57297813,121.0597505,9,2,2023-01-13,2023-01-20,19.508,9.754,Kg
25P2,70521396,14.69709232,121.1221925,11,2,2023-01-09,2023-01-16,45.253,22.6265,Kg
25P2,70521405,14.48093231,121.0459837,10,1,2023-01-13,2023-01-13,50.277,50.277,Kg
25P2,70525152,14.58032397,121.1731914,15,2,2023-01-09,2023-01-16,87.919,43.9595,Kg
25P2,70535019,14.57762544,121.0529607,6,1,2023-01-13,2023-01-13,11.384,11.384,Kg
25P2,70544149,14.37686287,120.9354379,9,1,2023-01-12,2023-01-12,34.598,34.598,Kg
25P2,70548634,14.58507461,121.1756311,9,2,2023-01-09,2023-01-16,48.924,24.462,Kg
25P2,70556250,14.57530545,121.041931,6,1,2023-01-13,2023-01-13,18.588,18.588,Kg
25P2,70584255,14.55939,121.00877,2,2,2023-01-06,2023-01-13,0.328,0.164,Kg
